id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,dw_nominate,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,missed_votes_pct,votes_with_party_pct,congress,chamber
C001072,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001072.json,André,,Carson,,1974-10-16,M,D,,RepAndreCarson,CongressmanAndreCarson,repandrecarson,412258,1027364,84917,20757,N00029513,/m/03qcvz1,H8IN07184,https://carson.house.gov,https://carson.house.gov/rss.xml,,True,-0.429,12,2018,1132.0,32.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:in/cd:7,2135 Rayburn House Office Building,202-225-4011,202-225-5633,IN,2.83,93.45,115,house
C001051,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001051.json,John,,Carter,,1941-11-06,M,R,,JudgeCarter,judgecarter,repjohncarter,400068,1004257,49296,20356,N00025095,/m/03whyr,H2TX31044,https://carter.house.gov,https://carter.house.gov/common/rss/?rss=40,,True,0.466,16,2018,1132.0,39.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tx/cd:31,2110 Rayburn House Office Building,202-225-3864,202-225-5886,TX,3.45,97.16,115,house
C001103,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001103.json,Buddy,,Carter,,1957-09-06,M,R,,RepBuddyCarter,congressmanbuddycarter,,412622,76158,32085,21513,N00035346,/m/0w32xj9,H4GA01039,https://buddycarter.house.gov,,,True,0.572,4,2018,1132.0,27.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ga/cd:1,432 Cannon House Office Building,202-225-5831,202-226-2269,GA,2.39,94.48,115,house
C001090,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001090.json,Matt,,Cartwright,,1961-05-01,M,D,,RepCartwright,CongressmanMattCartwright,,412571,79865,136236,21358,N00034128,/m/0j_6b9d,H2PA17079,https://cartwright.house.gov,https://cartwright.house.gov/rss.xml,,True,-0.371,6,2018,1132.0,11.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:pa/cd:17,1034 Longworth House Office Building,202-225-5546,570-341-1055,PA,0.97,93.31,115,house
C001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001066.json,Kathy,,Castor,,1966-08-20,F,D,,USRepKCastor,USRepKathyCastor,RepKathyCastor,412195,1022874,53825,20708,N00027514,/m/0dq1v6,H6FL11126,https://castor.house.gov,https://castor.house.gov/news/rss.aspx,,True,-0.439,12,2018,1132.0,42.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:fl/cd:14,2052 Rayburn House Office Building,202-225-3376,202-225-5652,FL,3.71,94.77,115,house
C001091,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001091.json,Joaquín,,Castro,,1974-09-16,M,D,,JoaquinCastrotx,326420614138023,JoaquinCastroTX,412576,63974,49227,21362,N00033316,/m/0bmclg,H2TX35011,https://castro.house.gov,https://castro.house.gov/rss.xml,,True,-0.395,6,2018,1132.0,12.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:tx/cd:20,1221 Longworth House Office Building,202-225-3236,202-225-1915,TX,1.06,93.48,115,house
C000266,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000266.json,Steven,J.,Chabot,,1953-01-22,M,R,,RepSteveChabot,RepSteveChabot,congressmanchabot,400071,36705,21790,29550,N00003689,/m/0343vk,H8OH01043,https://chabot.house.gov,,,True,0.585,8,2018,1132.0,3.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:oh/cd:1,2371 Rayburn House Office Building,202-225-2216,202-225-3012,OH,0.27,97.52,115,house
C001076,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001076.json,Jason,,Chaffetz,,1967-03-26,M,R,,JasonInTheHouse,CongressmanJasonChaffetz,JasonChaffetz,412270,1031362,103482,20949,N00028958,/m/047blr4,H8UT03089,http://clerk.house.gov/member_info/vacancies_pr.aspx?pr=house&amp;vid=111,,,False,0.647,10,2018,344.0,45.0,0.0,2018-11-16 11:31:42 -0500,ocd-division/country:us/state:ut/cd:3,2236 Rayburn House Office Building,202-225-7751,202-225-5629,UT,13.08,98.33,115,house
C001109,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001109.json,Liz,,Cheney,,1966-07-28,F,R,,RepLizCheney,replizcheney,,412732,86147,145932,21710,N00035504,/m/04slt0,H6WY00159,https://cheney.house.gov,https://cheney.house.gov/rss.xml,,True,0.527,2,2018,1132.0,35.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:wy/cd:1,416 Cannon House Office Building,202-225-2311,,WY,3.09,95.9,115,house
C001080,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001080.json,Judy,,Chu,,1953-07-07,F,D,,RepJudyChu,RepJudyChu,RepJudyChu,412379,92573,16539,20955,N00030600,/m/0krsk2,H0CA32101,https://chu.house.gov,https://chu.house.gov/rss.xml,,True,-0.49,12,2018,1132.0,27.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ca/cd:27,2423 Rayburn House Office Building,202-225-5464,202-225-5467,CA,2.39,93.3,115,house
C001084,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001084.json,David,,Cicilline,,1961-07-15,M,D,,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,412470,1033865,7349,21172,N00032019,/m/04t97v,H0RI01073,https://cicilline.house.gov,https://cicilline.house.gov/rss.xml,,True,-0.39,8,2018,1132.0,23.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ri/cd:1,2244 Rayburn House Office Building,202-225-4911,202-225-3290,RI,2.03,94.59,115,house
C001101,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001101.json,Katherine,,Clark,,1963-07-17,F,D,,RepKClark,CongresswomanClark,,412600,73178,35858,21375,N00035278,/m/0fpjc8b,H4MA05084,https://katherineclark.house.gov,,,True,-0.491,6,2018,1132.0,31.0,2.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ma/cd:5,1415 Longworth House Office Building,202-225-2836,202-226-0092,MA,2.74,94.82,115,house
C001067,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001067.json,Yvette,D.,Clarke,,1964-11-21,F,D,,RepYvetteClarke,repyvettedclarke,repyvetteclarke,412221,1022875,44741,20733,N00026961,/m/06h90t,H4NY11138,https://clarke.house.gov,https://clarke.house.gov/category/press-releases/feed/,,True,-0.616,12,2018,1132.0,30.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ny/cd:9,2058 Rayburn House Office Building,202-225-6231,202-226-0112,NY,2.65,93.28,115,house
C001049,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001049.json,William,Lacy,Clay,,1956-07-27,M,D,,,109135405838588,WilliamLacyClay,400074,88332,8967,20147,N00012460,/m/024vjr,H0MO01066,https://lacyclay.house.gov,,,True,-0.48,18,2018,1132.0,50.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:mo/cd:1,2428 Rayburn House Office Building,202-225-2406,202-226-3717,MO,4.42,93.81,115,house
C001061,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001061.json,Emanuel,,Cleaver,II,1944-10-26,M,D,,RepCleaver,emanuelcleaverii,repcleaver,400639,10933,39507,20517,N00026790,/m/04cbbm,H4MO05234,https://cleaver.house.gov,https://cleaver.house.gov/rss.xml,,True,-0.455,14,2018,1132.0,105.0,5.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:mo/cd:5,2335 Rayburn House Office Building,202-225-4535,202-225-4403,MO,9.28,94.45,115,house
C001115,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001115.json,Michael,,Cloud,,1975-05-13,M,R,,RepCloudTX,,,412746,,,,,/g/11f6y3n6vk,,https://cloud.house.gov/,,,True,,2,2018,106.0,0.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tx/cd:27,,,,TX,0.0,97.17,115,house
C000537,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000537.json,James,E.,Clyburn,,1940-07-21,M,D,Assistant Leader,Clyburn,jameseclyburn,repjamesclyburn,400075,21607,27066,39301,N00002408,/m/03c469,H2SC02042,https://clyburn.house.gov,https://clyburn.house.gov/rss.xml,,True,-0.464,26,2018,1132.0,92.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:sc/cd:6,242 Cannon House Office Building,202-225-3315,202-225-2313,SC,8.13,95.1,115,house
C001077,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001077.json,Mike,,Coffman,,1955-03-19,M,R,,RepMikeCoffman,repmikecoffman,CongressmanCoffman,412271,1031340,1535,20906,N00024753,/m/03gy95d,H8CO06138,https://coffman.house.gov,,,True,0.492,10,2018,1132.0,7.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:co/cd:6,2443 Rayburn House Office Building,202-225-7882,202-226-4623,CO,0.62,91.91,115,house
C001068,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001068.json,Steve,,Cohen,,1949-05-24,M,D,,RepCohen,CongressmanSteveCohen,repcohen,412236,1022876,24340,20748,N00003225,/m/04l8cr,H6TN09068,https://cohen.house.gov,https://cohen.house.gov/rss.xml,,True,-0.401,12,2018,1132.0,7.0,3.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:tn/cd:9,2404 Rayburn House Office Building,202-225-3265,202-225-5663,TN,0.62,93.78,115,house
C001053,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001053.json,Tom,,Cole,,1949-04-28,M,R,,TomColeOK04,TomColeOK04,reptomcole,400077,1003609,46034,20344,N00025726,/m/03tqb0,H2OK04055,https://cole.house.gov,https://cole.house.gov/rss.xml,,True,0.335,16,2018,1132.0,25.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ok/cd:4,2467 Rayburn House Office Building,202-225-6165,202-225-3512,OK,2.21,95.3,115,house
C001092,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001092.json,Chris,,Collins,,1950-05-20,M,R,,RepChrisCollins,RepChrisCollins,RepChrisCollins,412563,94144,139770,21345,N00001285,/m/03cv81x,H8NY29032,https://chriscollins.house.gov,https://chriscollins.house.gov/rss.xml,,True,0.366,6,2018,1132.0,41.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ny/cd:27,1117 Longworth House Office Building,202-225-5265,202-225-5910,NY,3.62,96.61,115,house
C001093,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001093.json,Doug,,Collins,,1966-08-16,M,R,,RepDougCollins,RepresentativeDougCollins,repdougcollins,412531,79719,67851,21323,N00033518,/m/0lq9rkz,H2GA09150,https://dougcollins.house.gov,https://dougcollins.house.gov/rss.xml,,True,0.626,6,2018,1132.0,35.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ga/cd:9,1504 Longworth House Office Building,202-225-9893,202-226-1224,GA,3.09,95.81,115,house
C001108,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001108.json,James,,Comer,,1972-08-19,M,R,,,congressmancomer,,412676,76619,35169,21565,N00038260,/m/0j65cf0,H6KY01110,https://comer.house.gov,,,True,0.617,4,2018,1132.0,6.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ky/cd:1,1513 Longworth House Office Building,202-225-3115,,KY,0.53,94.67,115,house
C001105,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001105.json,Barbara,,Comstock,,1959-06-30,F,R,,RepComstock,RepBarbaraComstock,,412658,57186,112252,21555,N00036023,/m/02890yr,H4VA10089,https://comstock.house.gov,https://comstock.house.gov/rss.xml,,True,0.277,4,2018,1132.0,34.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:va/cd:10,229 Cannon House Office Building,202-225-5136,202-225-0437,VA,3.0,94.72,115,house
C001062,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001062.json,K.,Michael,Conaway,,1948-06-11,M,R,,ConawayTX11,mike.conaway,mikeconaway11,400655,1004595,49935,20531,N00026041,/m/04cmt7,H4TX19136,https://conaway.house.gov,,,True,0.59,14,2018,1132.0,1.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:tx/cd:11,2430 Rayburn House Office Building,202-225-3605,202-225-1783,TX,0.09,94.61,115,house
C001078,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001078.json,Gerald,E.,Connolly,,1950-03-30,M,D,,GerryConnolly,CongressmanGerryConnolly,repconnolly,412272,1015936,95078,20952,N00029891,/m/04f40kn,H8VA11062,https://connolly.house.gov,,,True,-0.308,10,2018,1132.0,10.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:va/cd:11,2238 Rayburn House Office Building,202-225-1492,202-225-3071,VA,0.88,94.03,115,house
C000714,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000714.json,John,,Conyers,Jr.,1929-05-16,M,D,,RepJohnConyers,CongressmanConyers,JCMI14,400080,1824,26904,10713,N00004029,/m/02hy5d,H6MI01028,https://conyers.house.gov/,https://conyers.house.gov/rss.xml,,False,-0.658,54,2018,659.0,34.0,0.0,2018-11-16 11:31:42 -0500,ocd-division/country:us/state:mi/cd:13,2426 Rayburn House Office Building,202-225-5126,202-225-0072,MI,5.16,94.4,115,house
C001094,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001094.json,Paul,,Cook,,1943-03-03,M,R,,RepPaulCook,RepPaulCook,RepPaulCook,412513,68278,58121,21305,N00034224,/m/0288t_6,H2CA08164,https://cook.house.gov,https://cook.house.gov/rss.xml,,True,0.39,6,2018,1132.0,2.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ca/cd:8,1222 Longworth House Office Building,202-225-5861,202-225-6498,CA,0.18,95.58,115,house
C000754,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000754.json,Jim,,Cooper,,1954-06-19,M,D,,RepJimCooper,JimCooper,RepJimCooper,400081,1201,48891,15019,N00003132,/m/03tm2p,H2TN05131,https://cooper.house.gov,https://cooper.house.gov/rss.xml,,True,-0.161,16,2018,1132.0,6.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:tn/cd:5,1536 Longworth House Office Building,202-225-4311,202-226-1035,TN,0.53,86.5,115,house
C001110,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001110.json,J.,Luis,Correa,,1958-01-24,M,D,,RepLouCorrea,,,412688,46310,9732,21711,N00037260,/m/02q_np2,H6CA46116,https://correa.house.gov,https://medium.com/feed/congressman-lou-correa,,True,-0.273,2,2018,1132.0,5.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ca/cd:46,1039 Longworth House Office Building,202-225-2965,,CA,0.44,88.2,115,house
C001059,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001059.json,Jim,,Costa,,1952-04-13,M,D,,RepJimCosta,RepJimCosta,RepJimCostaCA20,400618,19599,3577,20501,N00026341,/m/04chm2,H4CA20082,https://costa.house.gov,https://costa.house.gov/rss.xml,,True,-0.188,14,2018,1132.0,140.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ca/cd:16,2081 Rayburn House Office Building,202-225-3341,202-225-9308,CA,12.37,81.85,115,house
C001106,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001106.json,Ryan,,Costello,,1976-09-07,M,R,,RepRyanCostello,CongressmanRyanCostello,,412651,95125,133557,21547,N00031064,/m/0127dxsz,H0PA06076,https://costello.house.gov,https://costello.house.gov/rss.xml,,True,0.217,4,2018,1132.0,49.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:pa/cd:6,326 Cannon House Office Building,202-225-4315,202-225-8440,PA,4.33,86.33,115,house
C001069,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001069.json,Joe,,Courtney,,1953-04-06,M,D,,RepJoeCourtney,joecourtney,repcourtney,412193,1021284,30333,20706,N00024842,/m/0700nd,H2CT02112,https://courtney.house.gov,https://courtney.house.gov/rss.xml,,True,-0.344,12,2018,1132.0,16.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ct/cd:2,2348 Rayburn House Office Building,202-225-2076,202-225-4977,CT,1.41,94.09,115,house
C001096,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001096.json,Kevin,,Cramer,,1961-01-21,M,R,,RepKevinCramer,CongressmanKevinCramer,kevincramer,412555,7600,444,21350,N00004614,/m/02rhrnw,H0ND01026,https://cramer.house.gov,https://cramer.house.gov/rss.xml,,True,0.392,6,2018,1132.0,57.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:nd/cd:1,1717 Longworth House Office Building,202-225-2611,202-226-0893,ND,5.04,97.12,115,house
C001087,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001087.json,Rick,,Crawford,,1966-01-22,M,R,,RepRickCrawford,RepRickCrawford,RepRickCrawford,412400,623259,119208,21106,N00030770,/m/0czb3pp,H0AR01083,https://crawford.house.gov,https://crawford.house.gov/news/rss.aspx,,True,0.381,8,2018,1132.0,35.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ar/cd:1,2422 Rayburn House Office Building,202-225-4076,202-225-5602,AR,3.09,97.81,115,house
C001111,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001111.json,Charlie,,Crist,,1956-07-24,M,D,,repcharliecrist,RepCharlieCrist,,412697,7960,24311,21712,N00002942,/m/04jyvv,H6FL13205,https://crist.house.gov,,,True,-0.209,2,2018,1132.0,53.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:fl/cd:13,427 Cannon House Office Building,202-225-5961,,FL,4.68,89.99,115,house
C001038,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001038.json,Joseph,,Crowley,,1962-03-16,M,D,Caucus Chair,RepJoeCrowley,repjoecrowley,RepJoeCrowley,400087,57880,4295,29925,N00001127,/m/03v10s,H8NY07046,https://crowley.house.gov,https://crowley.house.gov/rss.xml,,True,-0.411,20,2018,1132.0,61.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ny/cd:14,1035 Longworth House Office Building,202-225-3965,202-225-1909,NY,5.39,95.14,115,house
C001063,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001063.json,Henry,,Cuellar,,1955-09-19,M,D,,RepCuellar,152569121550,henrycuellar,400657,1013062,5486,20533,N00024978,/m/04clj6,H2TX23082,https://cuellar.house.gov,https://cuellar.house.gov/news/rss.aspx,,True,-0.226,14,2018,1132.0,18.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:tx/cd:28,2209 Rayburn House Office Building,202-225-1640,202-225-1641,TX,1.59,79.17,115,house
C001048,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001048.json,John,,Culberson,,1956-08-24,M,R,,CongCulberson,,johnculbersontx07,400089,88078,5488,20139,N00009738,/m/03sfhc,H0TX07055,https://culberson.house.gov,,,True,0.503,18,2018,1132.0,19.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tx/cd:7,2161 Rayburn House Office Building,202-225-2571,202-225-4381,TX,1.68,97.3,115,house
C000984,Representative,Rep.,https://api.propublica.org/congress/v1/members/C000984.json,Elijah,E.,Cummings,,1951-01-18,M,D,,RepCummings,elijahcummings,ElijahECummings,400090,43300,345,29587,N00001971,/m/025k9h,H6MD07160,https://cummings.house.gov,https://cummings.house.gov/rss.xml,,True,-0.438,24,2018,1132.0,398.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:md/cd:7,2163 Rayburn House Office Building,202-225-4741,202-225-3178,MD,35.16,94.69,115,house
C001107,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001107.json,Carlos,,Curbelo,,1980-03-01,M,R,,RepCurbelo,repcurbelo,,412621,70472,137676,21512,N00035403,/m/0127nzmk,H4FL26038,https://curbelo.house.gov,,,True,0.211,4,2018,1132.0,84.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:fl/cd:26,1404 Longworth House Office Building,202-225-2778,,FL,7.42,86.36,115,house
C001114,Representative,Rep.,https://api.propublica.org/congress/v1/members/C001114.json,John,,Curtis,,1960-05-10,M,R,,RepJohnCurtis,,,412740,110801,123390,21755,N00041221,/m/0bmdhtb,,https://curtis.house.gov,https://curtis.house.gov/rss.xml,,True,0.585,2,2018,507.0,9.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ut/cd:3,,,,UT,1.78,96.99,115,house
D000626,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000626.json,Warren,,Davidson,,1970-03-01,M,R,,WarrenDavidson,CongressmanWarrenDavidson,,412675,102555,166760,21564,N00038767,/g/11cmmch3q8,H6OH08315,https://davidson.house.gov,,,True,0.792,4,2018,1132.0,8.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:oh/cd:8,1004 Longworth House Office Building,202-225-6205,,OH,0.71,94.4,115,house
D000619,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000619.json,Rodney,,Davis,,1970-01-05,M,R,,RodneyDavis,RepRodneyDavis,RepRodneyDavis,412536,68337,9622,21328,N00034784,/m/0jwttjt,H2IL13120,https://rodneydavis.house.gov,,,True,0.296,6,2018,1132.0,43.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:il/cd:13,1740 Longworth House Office Building,202-225-2371,217-791-6168,IL,3.8,93.2,115,house
D000096,Representative,Rep.,https://api.propublica.org/congress/v1/members/D000096.json,Danny,K.,Davis,,1941-09-06,M,D,,RepDannyDavis,280757931935749,dannykdavis07,400093,44325,233,29717,N00004884,/m/0256k7,H4IL07037,https://davis.house.gov,https://davis.house.gov/rss/press-releases.xml,,True,-0.486,22,2018,1132.0,131.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:il/cd:7,2159 Rayburn House Office Building,202-225-5006,202-225-5641,IL,11.57,94.31,115,house
